"No.","Rubro","Ejercicio","NOM_MUN","Inversión","Habitantes beneficiados","Obra"
"507","Vialidades Urbanas",2025,"La Misión",9615649.78,NA,"Pavimentación hidráulica de calle Sin Nombre del km 1.85 al km 2.69 localidad Mesa del Huizache; municipio de La Misión"
"508","Vivienda Asequible",2022,"La Misión",1628199.97,NA,"Construcción de Cuarto Dormitorio; en el municipio de La Misión"
"509","Infraestructura Hídrica",2022,"Lolotla",206136.96,NA,"Construcción de Sanitario con Biodigestor; en el municipio de Lolotla"
"510","Infraestructura Carretera",2024,"Lolotla",11630860.91,95,"Reconstrucción del C.R. Jalpa - La Florida; municipio de Lolotla"
"511","Vialidades Urbanas",2022,"Lolotla",1469468.85,359,"Pavimentación de calle de acceso principal a Tlaltepingo; municipio de Lolotla"
"512","Infraestructura Carretera",2023,"Lolotla",4694159.22,95,"Rehabilitación del tramo acceso a La Florida; del km 0+000 al km 6+000; en el municipio de Lolotla."
"513","Infraestructura Carretera",2024,"Lolotla",2428036.26,NA,"Rehabilitación de camino E.C. de Cuatitlanapa a La Unión a la Florida; en el municipio de Lolotla."
"514","Infraestructura Carretera",2023,"Lolotla",3875328,928,"Rehabilitación del tramo E.C. (Pachuca - Huejutla) - Tlaltepingo; del Km 0+000 al Km 5+000; en el municipio de Lolotla"
"515","Infraestructura Carretera",2024,"Lolotla",8605715.62,641,"Rehabilitación de la C.E. Chantasco - Xalcuatla; municipio de Lolotla"
"516","Infraestructura Carretera",2024,"Lolotla",9963998.85,873,"Modernización el camino rural Xuchitlan - Toscalao; subtramo: Toscalao - Tetlapaya (Segunda Etapa); Lolotla."
"517","Vivienda Asequible",2022,"Lolotla",4276199.76,NA,"Construcción de Cuarto Dormitorio; en el municipio de Lolotla"
"518","Infraestructura Carretera",2024,"Lolotla",3150684.36,NA,"Rehabilitación de camino Xuchitlan a Cuatitlanapa; en el municipio de Lolotla."
"519","Infraestructura Carretera",2023,"Lolotla",4163284.03,835,"Modernización del camino rural Xuchitlan - Toscalao; subtramo: Toscalao - Tetlapaya"
"520","Infraestructura Carretera",2023,"Lolotla",3484576.8,10380,"Rehabilitación del tramo Comontla - Ixtacuatla; del km 0+000 al km 4+500; en el municipio de Lolotla."
"521","Vialidades Urbanas",2022,"Lolotla",995485.45,261,"Pavimentación hidráulica de calle de acceso principal a Chiquitla; municipio de Lolotla"
"522","Infraestructura Carretera",2024,"Lolotla",4705390.24,NA,"Rehabilitación de camino Cuatitlanapa a La Unión; del km 0.000 al km 6.000; en el municipio de Lolotla."
"523","Vialidades Urbanas",2024,"Metepec",3115252.45,NA,"Construcción de pavimento hidráulico en calle Prolongación Hidalgo en la localidad de Estación de Apulco; en el municipio de Metepec"
"524","Espacios Públicos",2024,"Metepec",1361326.39,0,"Proyecto de Restauración de la Estación de Ferrocarril ""Apulco"""
"525","Vialidades Urbanas",2024,"Metepec",1198881.74,NA,"Construcción con pavimento hidráulico en calle Zapata en la localidad de Estación de Apulco; en el municipio de Metepec"
"526","Vialidades Urbanas",2023,"Metepec",2906253.37,1041,"Construcción de pavimentación de concreto hidráulico en camino Palo Gordo primera etapa; en el Municipio de Metepec"
"527","Vialidades Urbanas",2023,"Metepec",6287131.84,1476,"Rehabilitación de guarniciones y banquetas en Estación de Apulco tramo: acceso Estación de Apulco - CBTA 126; municipio de Metepec"
"528","Infraestructura Hídrica",2024,"Metepec",2278839.8,407,"Construcción del sistema de alcantarillado sanitario en la localidad de Acocul Cebolletas municipio de Metepec"
"529","Infraestructura Carretera",2022,"Metepec",2910384.22,2248,"Pavimentación hidráulica del camino de acceso principal a la localidad de Nopalillo; municipio de Metepec"
"530","Vialidades Urbanas",2023,"Metepec",2367751.56,723,"Rehabilitación de guarniciones y banquetas en Ferrería en calle principal; Metepec"
"531","Vivienda Asequible",2022,"Metztitlán",1220099.39928075,NA,"Construcción de 31 cuartos dormitorio en los municipios de Metztitlán y Zacualtipán de Ángeles"
"532","Infraestructura Carretera",2024,"Metztitlán",3958643.05,245,"Rehabilitación de Puente Vado ""Tres Cruces"" sobre Río Venados (Río Grande) en el municipio de Metztitlán."
"533","Vialidades Urbanas",2023,"Metztitlán",2985794.92,NA,"Construcción de Pavimentación Hidráulica en Calle Temazola; en el municipio de Metztitlán."
"534","Infraestructura Carretera",2022,"Metztitlán",34923840.58,3678,"Construcción de pavimento de concreto hidráulico de la carretera Metztitlán - Zoquizoquipan; municipio de Metztitlán"
"535","Infraestructura Carretera",2024,"Metztitlán",43373329.46,404,"Terminación de la construcción de pavimento de concreto hidráulico de la carretera Metztitlán - Zoquizoquipan"
"536","Infraestructura Carretera",2024,"Metztitlán",7154568.05,194,"Construcción de pavimentación hidráulica en camino Coalquisque - Chimalacatla; en el municipio de Metztitlán."
"537","Infraestructura Carretera",2025,"Metztitlán",23433467.95,NA,"Construcción de pavimentación hidráulica en Santa Monica - El Tablón; primera etapa; en el municipio de Metztitlán"
"538","Vialidades Urbanas",2023,"Metztitlán",856256.8,103,"Construcción de banquetas y guarniciones en camino Acalome- Pilas y Granadas en el municipio de Metztitlan."
"539","Infraestructura Carretera",2022,"Metztitlán",992001.19,359,"Pavimentación de carretera estatal; tramo: Amajatlán; municipio de Metztitlán"
"540","Infraestructura Carretera",2024,"Metztitlán",17190279.32,971,"Pavimentación hidráulica C.R. San Cristobal - Hualula (Segunda etapa); municipio de Metztitlán."
"541","Vialidades Urbanas",2022,"Metztitlán",1485020.99,3274,"Construcción de pavimentación de Av. Metztitlán; Col. Centro; municipio de Metztitlán"
"542","Infraestructura Carretera",2023,"Metztitlán",36972413.79,76189,"Pavimentación hidráulica C.R. San Cristóbal - Hualula; municipio de Metztitlán."
"543","Vialidades Urbanas",2024,"Mineral de la Reforma",27152469.17,NA,"Reconstrucción de pavimento asfáltico en camino acceso a San José Palma Gorda - La Higa; municipio de Mineral de la Reforma"
"544","Vialidades Urbanas",2023,"Mineral de la Reforma",5629027.65,2261,"Construcción y reconstrucción de pavimento asfáltico en Blvd. Santa Rita del Km. 0+000 al Km. 0+650; La Calera; municipio de Mineral de la Reforma"
"545","Vialidades Urbanas",2023,"Mineral de la Reforma",1499232.43,2026,"Reconstrucción de la calle Sur 2; Fraccionamiento Magisterio; entre calle Oriente 1 y calle Puerto Ángel; en el municipio de Mineral de la Reforma"
"546","Vialidades Urbanas",2024,"Mineral de la Reforma",5952795.44,720,"Pavimentación hidráulica en calle El Roble y Av. De los Sabinos; en san Miguel La Higa; Mineral de la Reforma"
"547","Infraestructura Carretera",2023,"Mineral de la Reforma",6722201.13,6670,"Reconstruccíon de carpeta asfáltica en carretera Los Tuzos Entronque Carretero Pachuca - Cd. Sahagún del km 0+000 al km. 1+200; municipio de Mineral de la Reforma"
"548","Vialidades Urbanas",2023,"Mineral de la Reforma",1360802.83,NA,"Construcción de Pavimento en Calle Francisco Villa; Col. El Venado; Tramo Uno; en el Municipio de Mineral de la Reforma"
"549","Espacios Públicos",2024,"Mineral de la Reforma",12934999.99,NA,"Mejoramiento de unidades en el IFP de Mineral de la Reforma"
"550","Vialidades Urbanas",2023,"Mineral de la Reforma",921001.95,NA,"Construcción de pavimento en calle Francisco Villa; Col. El Venado; tramo dos; en el municipio de Mineral de la Reforma"
"551","Infraestructura Hídrica",2022,"Mineral de la Reforma",1610124.98433993,NA,"Inversión de 4.1 mdp en construcción de colector sanitario Azoyatla-Viaducto Rojo Gómez; (etapa ocho de 10) municipios de Mineral de la Reforma y Pachuca."
"552","Vialidades Urbanas",2023,"Mineral de la Reforma",1168572.96,NA,"Pavimentación con concreto hidráulico de calle Brillante; entre Av. Minerales y calle Diamante en la localidad de Santa María la Calera en el municipio de Mineral de la Reforma"
"553","Infraestructura Hídrica",2024,"Mineral de la Reforma",16129848.660209,NA,"Telemetría y control en zona de cobertura de la CAASIM"
"554","Vialidades Urbanas",2023,"Mineral de la Reforma",4610284.09,NA,"Construcción de pavimento de concreto hidráulico en calle camino Interparcelario del Km. 0+000 al Km. 0+350; Fraccionamiento El Paraíso; municipio de Mineral de la Reforma"
"555","Infraestructura Hídrica",2024,"Mineral de la Reforma",3385242.89942515,NA,"Adquisición de equipos de bombeo para la zona de influencia de la CAASIM."
"556","Espacios Públicos",2024,"Mineral de la Reforma",37070833.4,NA,"Rehabilitación y mejoramiento de la imagen urbana en el acceso; Boulevard Everardo Márquez; municipio de Mineral de la Reforma."
"557","Espacios Públicos",2024,"Mineral de la Reforma",3460253.16,NA,"Construcción del Centro de Intervención del Instituto de Formación Profesional"
"558","Vialidades Urbanas",2023,"Mineral de la Reforma",1699762.19,NA,"Reconstrucción Santa Esperanza La Providencia. municipio de Mineral de la Reforma; Hidalgo."
"559","Vialidades Urbanas",2023,"Mineral de la Reforma",3849999.64,NA,"Construcción de pavimento de concreto hidráulico en calle Diamante del Km. 0+000 al Km. 0+450; Fraccionamiento El Paraíso; municipio de Mineral de la Reforma."
"560","Infraestructura Hídrica",2023,"Mineral de la Reforma",147315.45,NA,"Construcción de red de agua potable en Calle Francisco Villa; Col. El Venado; en el municipio de Mineral de la Reforma."
"561","Espacios Públicos",2023,"Mineral de la Reforma",1936232.06,NA,"Sustitución de alumbrado público en el Parque Industrial Metropolitano; en el municipio de Mineral de la Reforma"
"562","Vialidades Urbanas",2022,"Mineral de la Reforma",1758204.1,2778,"Reconstrucción de la calle Zeuz; en Mineral de la Reforma"
"563","Espacios Públicos",2024,"Mineral de la Reforma",978246,NA,"Mejoramiento del Instituto de Formación Profesional."
"564","Infraestructura Carretera",2023,"Mineral de la Reforma",43328941.01,995,"Reconstrucción de la Autopista Turística de la Montaña (Cuerpo B)."
"565","Infraestructura Hídrica",2022,"Mineral de la Reforma",518587.4,NA,"Inversión de 518 mil pesos en ampliación de red de drenaje sanitario; en Avenida Real de Minas; Santa María la Calera; municipio de Mineral de la Reforma."
"566","Infraestructura Hídrica",2022,"Mineral de la Reforma",1915850,756,"Inversión de 1.9 mdp en mantenimiento y mejoramiento a planta potabilizadora Palma Gorda."
"567","Vialidades Urbanas",2023,"Mineral de la Reforma",3334465.32,NA,"Reconstrucción de carpeta asfáltica en tres calles Romero de Terreros; de Los Mineros y Lumbrera del Km. 0+000 Al Km. 0+550; colonia Los Tuzos; municipio de Mineral de la Reforma."
"568","Infraestructura Hídrica",2022,"Mineral de la Reforma",2653921.39731746,NA,"Inversión de 5.5 mdp en la adquisición de 10 variadores de velocidad para el mejoramiento al sistema de telemetría en pozos y bombeos de Palma Gorda; Tepeapulco; Tizayuca; Téllez y Matilde"
"569","Infraestructura Carretera",2024,"Mineral de la Reforma",67432687.35,NA,"Reconstrucción de Pavimento en el Boulevard Nuevo Hidalgo tramo Distribuidor Colonias - Distribuidor Vial Municipios Unidos - Puente El Venado (Cuerpo Derecho); en el municipio de Mineral de la Reforma."
"570","Vialidades Urbanas",2023,"Mineral de la Reforma",4323285.48,NA,"Rehabilitación de carpeta asfáltica en Av. Santa Fe del Km. 0+000 al Km. 0+860; colonia La Providencia."
"571","Espacios Públicos",2024,"Mineral de la Reforma",1918453.7,756,"Alumbrado de canchas deportivas y pista de manejo del Instituto de Formación Profesional."
"572","Espacios Públicos",2024,"Mineral de la Reforma",11910606.6,NA,"Construcción de bardeado perimetral del Instituto de Formación Profesional."
"573","Vivienda Asequible",2022,"Mineral de la Reforma",1419870.83191116,NA,"Construcción de 16 cuartos dormitorio en los municipios de Mineral de la Reforma y Tepeapulco"
"574","Infraestructura Hídrica",2024,"Mineral de la Reforma",3303277.86839449,NA,"Contrucción; ampliación y rehabilitación de obra civil; en la zona de influencia de la CAASIM en los bienes inmuebles no propiedad de la CAASIM-2024"
"575","Vivienda Asequible",2024,"Mineral de la Reforma",1059046.49,NA,"Construcción de cuartos dormitorios en el municipio de Mineral de la Reforma"
"576","Vialidades Urbanas",2023,"Mineral de la Reforma",9123952.75,NA,"Pavimentación de concreto hidráulico en avenida San Marco del km. 0+000 al km. 0+420 en la colonia Rinconadas de San Francisco; municipio de Mineral de la Reforma."
"577","Infraestructura Hídrica",2022,"Mineral de la Reforma",1570854.93548385,NA,"Inversión de 6.3 mdp se llevó a cabo la reparación y mantenimiento de equipos de bombeo; para el abastecimiento de agua potable de los 15 municipios que presta el servicio CAASIM"
"578","Vialidades Urbanas",2023,"Mineral de la Reforma",4238932.96,NA,"Reconstrucción de carpeta asfáltica en calle Quetzalcoatl del km. 0+000 al km. 0+756; municipio de Mineral de la Reforma."
"579","Infraestructura Hídrica",2025,"Mineral de la Reforma",3650000,NA,"Sustitución de medio filtrante y gravas en Planta Potabilizadora Los Encinos"
"580","Infraestructura Hídrica",2024,"Mineral de la Reforma",4988000,2261,"Obras emergentes de renovación de Infraestructura sanitaria Red La Calera"
"581","Infraestructura Carretera",2022,"Mineral de la Reforma",1076796.08,9559,"Rehabilitación del puente acceso a Pachuquilla; municipio de Mineral de la Reforma"
"582","Espacios Públicos",2023,"Mineral de la Reforma",50177616.04,756,"Construcción de polideportivo y mejoramiento de campo de tiro en el IFP de Mineral de la Reforma"
"583","Infraestructura Hídrica",2022,"Mineral de la Reforma",611416.359541693,NA,"Inversión de 2 mdp en la adquisición de equipamiento a las plantas de tratamiento de aguas residuales Matilde; Providencia y Solares."
"584","Infraestructura Hídrica",2023,"Mineral de la Reforma",1.7e+07,NA,"Perforación y equipamiento electromecánico del pozo ""Providencia IV"" Mineral de la Reforma; Hidalgo."
"585","Infraestructura Hídrica",2023,"Mineral de la Reforma",26224986,2778,"Sustitución de línea de conducción por bombeo de 24” de diámetro; tramo salones Macro’s a tanque Abundio Martínez; Municipio de Mineral de la Reforma; Hidalgo."
"586","Vialidades Urbanas",2023,"Mineral de la Reforma",2601051.35,NA,"Rehabilitación de carpeta asfáltica con riego de sello en calle Circuito Santa Cecilia del Km 1+200 Al Km. 1+930; La Providencia municipio de Mineral de la Reforma"
"587","Vialidades Urbanas",2024,"Mineral de la Reforma",3877652.93,22705,"Reconstrucción del Blvd. Santa Cecilia; La Providencia; Mineral de la Reforma"
"588","Vialidades Urbanas",2022,"Mineral de la Reforma",1223058.7,2218,"Reconstrucción de pavimento de concreto hidráulico en la colonia PRI Chacón; municipio de Mineral de la reforma"
"589","Infraestructura Carretera",2024,"Mineral de la Reforma",747051.605042353,NA,"Estudios de impacto ambiental; análisis costo beneficio y diseño de pavimento y geotecnia para la reconstrucción  del boulevard Las Torres; en los municipios de Pachuca de Soto y Mineral de la Reforma."
"590","Vialidades Urbanas",2023,"Mineral de la Reforma",17391358.16,1958,"Reconstrucción de carpeta de concreto hidráulico en calle Avenida Santiago Jaltepec del km 0+000 al km. 1+725 en la colonia Militar; municipio de Mineral de la Reforma"
"591","Vialidades Urbanas",2024,"Mineral de la Reforma",21524768.61,1440,"Reconstrucción de pavimento hidráulico en Boulevard San Carlos; Fraccionamiento San José; municipio de Mineral de la Reforma"
"592","Infraestructura Carretera",2023,"Mineral de la Reforma",42133590.81,NA,"Reconstrucción de la Autopista Turística de la Montaña (Cuerpo A)"
"593","Vialidades Urbanas",2023,"Mineral de la Reforma",4362002.93,3399,"Pavimentación de concreto hidráulico en calle Solidaridad del Km. 0+000 al Km. 0+372 en la colonia El Saucillo; municipio de Mineral de la Reforma."
"594","Vialidades Urbanas",2023,"Mineral de la Reforma",1741036.3,NA,"Pavimentación de concreto hidráulico en la calle Venustiano Carranza colonia El Saucillo; municipio de Mineral de la Reforma; Hidalgo"
"595","Infraestructura Carretera",2023,"Mineral de la Reforma",33843078.56,NA,"Reconstrucción de pavimento en el boulevard Nuevo Hidalgo; tramo Distribuidor Colonias - Distribuidor Vial Municipios Unidos - puente El Venado (cuerpo izquierdo)."
