"No.","Municipio_Original","CVEGEO","NOM_MUN","Rubro","Ejercicio","Obra","Localidad","Inversión","Avance","Habitantes beneficiados"
"406","Ixmiquilpan","13030","Ixmiquilpan","Infraestructura Hídrica","2025","Construcción de Sistema de Agua Potable en Ixmiquilpan Localidad El Dexthi San Juanico (terminación)","Dexthi San Juanico",2443647.39,"0","552"
"458","Jacala De Ledezma","13031","Jacala de Ledezma","Infraestructura Carretera","2025","Modernización del camino Jacala - Quetzalapa en el municipio de Jacala (tercera etapa) municipio de Jacala de Ledezma","Jacala de Ledezma",10000000,"0","NA"
"455","Jacala De Ledezma","13031","Jacala de Ledezma","Vialidades Urbanas","2023","Construcción de huellas de concreto hidráulico y empedrado en la localidad de Agua Fría Chica","Agua Fría Chica",713359.03,"1","302"
"463","Jacala De Ledezma","13031","Jacala de Ledezma","Vivienda Asequible","2024","Construcción de cuartos dormitorios en el municipio de Jacala de Ledezma","Octupilla Quetzalapa San Nicolás Vado Hondo",1196202.61,"0","NA"
"457","Jacala De Ledezma","13031","Jacala de Ledezma","Infraestructura Hídrica","2024","Rehabilitación de planta de tratamiento de aguas residuales en la cabecera municipal en Jacala de Ledezma.","Jacala",1914348.78,"0.36","4582"
"464","Jacala De Ledezma","13031","Jacala de Ledezma","Vialidades Urbanas","2023","Construcción de huellas de concreto hidráulico y empedrado en la localidad de San Nicolás","San Nicolás",687335.22,"1","664"
"461","Jacala De Ledezma","13031","Jacala de Ledezma","Infraestructura Carretera","2023","Modernización del camino La Palma - Quetzalapa en el municipio de Jacala de Ledezma.","Octupilla",5998800,"1","NA"
"462","Jacala De Ledezma","13031","Jacala de Ledezma","Infraestructura Carretera","2024","Modernización del camino Jacala - Quetzalapa en el municipio de Jacala (Segunda etapa)","Octupilla",9677870.11,"0.53400000000000003","5044"
"456","Jacala De Ledezma","13031","Jacala de Ledezma","Vialidades Urbanas","2023","Construcción de andador de concreto hidráulico en localidad El Sabino calle Camino Real","Jacala",737223.28,"1","4582"
"459","Jacala De Ledezma","13031","Jacala de Ledezma","Vialidades Urbanas","2024","Construcción de pavimentación hidráulica de calle Sin Nombre en Laguna Seca municipio de Jacala de Ledezma","Laguna Seca",8275948.72,"0.28000000000000003","254"
"460","Jacala De Ledezma","13031","Jacala de Ledezma","Infraestructura Carretera","2023","Modernización del camino Jacala - Quetzalapa en el municipio de Jacala","Octupilla",7732742.41,"1","5044"
"467","Jaltocan","13032","Jaltocán","Vialidades Urbanas","2025","Pavimentación con concreto hidráulico calle Sin Nombre en la localidad de Cuatecomaco segunda etapa en el municipio de Jaltocán","Cuatecomaco",3498080.0848,"0","NA"
"466","Jaltocan","13032","Jaltocán","Vialidades Urbanas","2024","Pavimentación con concreto hidráulico calle Sin Nombre en la localidad de Cuatecomaco en el municipio de Jaltocán.","Cuatecomaco",2207491.29,"0.72","349"
"473","Jaltocan","13032","Jaltocán","Vivienda Asequible","2022","Construcción de cuarto dormitorio en el municipio de Jaltocán","Varias",817874.33,"1","NA"
"465","Jaltocan","13032","Jaltocán","Infraestructura Hídrica","2023","Construcción de colector de drenaje sanitario de las comunidades de Amaxac I El Chote primera etapa en el municipio de Jaltocán.","Amáxac I",2553249.55,"1","744"
"469","Jaltocan","13032","Jaltocán","Infraestructura Carretera","2025","Pavimentación con concreto hidráulico acceso a Cuatzatzas en el municipio de Jaltocán","Jaltocán",2262429,"0","NA"
"472","Jaltocan","13032","Jaltocán","Vialidades Urbanas","2023","Construcción de pavimento hidráulico en la localidad de Tzinancatitla en el municipio de Jaltocán.","Tzinancatitla",1379014.85,"1","NA"
"468","Jaltocan","13032","Jaltocán","Vialidades Urbanas","2024","Construcción de pavimento hidráulico en Barrio Mirador calle Francisco Sarabia municipio de Jaltocán","Jaltocán",3876615.82,"0.185","5919"
"471","Jaltocan","13032","Jaltocán","Infraestructura Carretera","2023","Modernización y ampliación de camino rural E.C. Huejutla - San Felipe Orizatlán E.C. Pahuayo en la localidad de Tzinancatitla","Tzinancatitla",6209211.97,"1","222"
"474","Jaltocan","13032","Jaltocán","Infraestructura Carretera","2023","Rehabilitación de la Carretera Estatal Vinazco a Jaltocán en el municipio de Jaltocán.","Vinazco",11916183.17,"1","10776"
"470","Jaltocan","13032","Jaltocán","Vialidades Urbanas","2023","Construcción de pavimento hidráulico en la calle de acceso principal a la localidad de La Ilusión - Anacleto Ramos - Potrero Zactipan - Octatitla en el municipio de Jaltocán","La Ilusión",15708953.79,"1","192"
"479","Juarez Hidalgo","13033","Juárez Hidalgo","Infraestructura Carretera","2023","Pavimentación hidráulica de camino rural San Nicolás-Coatzontla en el municipio de Juárez Hidalgo","San Nicolás Coatzontla",6809998.56,"1","343"
"477","Juarez Hidalgo","13033","Juárez Hidalgo","Infraestructura Carretera","2024","Reconstrucción de la carretera Eloxochitlán - Juárez Hidalgo en el Municipio de Juárez Hidalgo (Segunda etapa)","Juárez Hidalgo",6648897.22,"0.96","NA"
"478","Juarez Hidalgo","13033","Juárez Hidalgo","Infraestructura Hídrica","2022","Construcción de sistema de agua potable San Lorenzo Itztacoyotla Juárez Hidalgo etapa cuatro de cuatro","San Lorenzo Itztacoyotla",3771262.64,"1","966"
"476","Juarez Hidalgo","13033","Juárez Hidalgo","Espacios Públicos","2024","Remodelación de parque beneficiando a la localidad de Juárez Hidalgo en el municipio de Juárez Hidalgo.","Juárez Hidalgo",629748.32,"0.88950000000000007","616"
"475","Juarez Hidalgo","13033","Juárez Hidalgo","Infraestructura Carretera","2023","Reconstrucción de la carretera Eloxochitlán - Juárez Hidalgo en el Municipio de Juárez Hidalgo","Juárez Hidalgo",25594228.3,"1","616"
"491","La Mision","13040","La Misión","Vialidades Urbanas","2024","Pavimentación hidráulica de calle sin nombre en Puerto de Naranjos en el municipio de La Misión","Puerto de Naranjos",4744488.69,"0.97","249"
"480","La Mision","13040","La Misión","Vialidades Urbanas","2025","Pavimentación hidráulica de calle Sin Nombre del km 1.85 al km 2.69 localidad Mesa del Huizache municipio de La Misión"," Mesa del Huizache",9615649.78,"0","NA"
"481","La Mision","13040","La Misión","Infraestructura Hídrica","2023","Construcción de red de distribución de agua potable en ""aguaje"" de Cerro Prieto en el municipio de La Misión","Aguaje de Cerro Prieto (Los Paredones)",1852758.21,"1","394"
"490","La Mision","13040","La Misión","Vialidades Urbanas","2024","Pavimentación hidráulica de calle sin nombre del km 1+239.5 al 1+850.90 en Mesa del Huizache municipio de La Misión","Mesa del Huizache",5808822,"1","73"
"492","La Mision","13040","La Misión","Vivienda Asequible","2022","Construcción de Cuarto Dormitorio en el municipio de La Misión","Varias",1628199.97,"1","NA"
"493","La Mision","13040","La Misión","Infraestructura Hídrica","2022","Construcción de Sanitario con Biodigestor en el municipio de La Misión","Varias",761098.43,"1","NA"
"488","La Mision","13040","La Misión","Infraestructura Carretera","2024","Construcción de pavimentación hidráulica del C.R. Macangui - Cerro Prieto municipio de La Misión","Macanguí",9862930.36,"0.98499999999999999","295"
"485","La Mision","13040","La Misión","Infraestructura Carretera","2024","Construcción de muro de contención y pavimento hidráulico en el C.R. La Misión - Puerto de los Naranjos municipio de La Misión","La Misión",2413983.07,"0.5575","546"
"486","La Mision","13040","La Misión","Infraestructura Carretera","2024","Construcción de muro de contención C.R. La Misión - La Palizada municipio de la Misión.","La Palizada",343044.91,"1","308"
"482","La Mision","13040","La Misión","Infraestructura Hídrica","2023","Construcción de red de distribución de agua potable en Cerro Prieto en el municipio de La Misión","Cerro Prieto",3873500,"1","394"
"483","La Mision","13040","La Misión","Vivienda Asequible","2024","Construcción de cuartos dormitorios en el municipio de La Misión","El Nogalito El Roa La Hondura La Misión La Palizada Las Pilas Loma de Pericón Loma de Pilas Macanguí Mesa de Pilas",1494498,"0","NA"
"489","La Mision","13040","La Misión","Vialidades Urbanas","2023","Pavimentación hidráulica de Calle Sin Nombre del Km 0+541.50 al 1+209.50 en Mesa del Huizache","Mesa del Huizache",5998800,"1","73"
"484","La Mision","13040","La Misión","Infraestructura Carretera","2023","Construcción de muro de contención en cabecera municipal carretera La Misión - Puerto Naranjos","La Misión",4237845.31,"1","795"
"487","La Mision","13040","La Misión","Vialidades Urbanas","2023","Pavimentación de concreto hidráulico del acceso a la comunidad de Palmitas en el municipio de La  Misión.","Las Palmitas",2152968.98,"1","424"
"494","Lolotla","13034","Lolotla","Infraestructura Carretera","2024","Modernización el camino rural Xuchitlan - Toscalao subtramo: Toscalao - Tetlapaya (Segunda Etapa) Lolotla."," Xuchitlán",9963998.85,"0.74540000000000006","873"
"505","Lolotla","13034","Lolotla","Infraestructura Carretera","2024","Rehabilitación de camino Cuatitlanapa a La Unión del km 0.000 al km 6.000 en el municipio de Lolotla.","Varias",4705390.24,"0.65","NA"
"506","Lolotla","13034","Lolotla","Infraestructura Carretera","2024","Rehabilitación de camino Xuchitlan a Cuatitlanapa en el municipio de Lolotla.","Varias",3150684.36,"0.77","NA"
"507","Lolotla","13034","Lolotla","Infraestructura Carretera","2023","Modernización del camino rural Xuchitlan - Toscalao subtramo: Toscalao - Tetlapaya","Xuchitlán",4163284.03,"1","835"
"495","Lolotla","13034","Lolotla","Infraestructura Carretera","2024","Rehabilitación de la C.E. Chantasco - Xalcuatla municipio de Lolotla","Chantasco",8605715.62,"0.98","641"
"501","Lolotla","13034","Lolotla","Infraestructura Carretera","2023","Rehabilitación del tramo E.C. (Pachuca - Huejutla) - Tlaltepingo del Km 0+000 al Km 5+000 en el municipio de Lolotla","Tlaltepingo",3875328,"1","928"
"503","Lolotla","13034","Lolotla","Infraestructura Hídrica","2022","Construcción de Sanitario con Biodigestor en el municipio de Lolotla","Tlaltepingo",206136.96,"1","NA"
"504","Lolotla","13034","Lolotla","Vivienda Asequible","2022","Construcción de Cuarto Dormitorio en el municipio de Lolotla","Varias",4276199.76,"1","NA"
"497","Lolotla","13034","Lolotla","Infraestructura Carretera","2023","Rehabilitación del tramo Comontla - Ixtacuatla del km 0+000 al km 4+500 en el municipio de Lolotla.","Comontla",3484576.8,"1","10380"
"496","Lolotla","13034","Lolotla","Vialidades Urbanas","2022","Pavimentación hidráulica de calle de acceso principal a Chiquitla municipio de Lolotla","Chiquitla",995485.45,"1","261"
"498","Lolotla","13034","Lolotla","Infraestructura Carretera","2023","Rehabilitación del tramo acceso a La Florida del km 0+000 al km 6+000 en el municipio de Lolotla.","La Florida",4694159.22,"1","95"
"502","Lolotla","13034","Lolotla","Vialidades Urbanas","2022","Pavimentación de calle de acceso principal a Tlaltepingo municipio de Lolotla","Tlaltepingo",1469468.85,"1","359"
"500","Lolotla","13034","Lolotla","Infraestructura Carretera","2024","Rehabilitación de camino E.C. de Cuatitlanapa a La Unión a la Florida en el municipio de Lolotla.","La Florida",2428036.26,"0.67","NA"
"499","Lolotla","13034","Lolotla","Infraestructura Carretera","2024","Reconstrucción del C.R. Jalpa - La Florida municipio de Lolotla","La Florida",11630860.91,"0.63340000000000007","95"
"513","Metepec","13035","Metepec","Vialidades Urbanas","2023","Rehabilitación de guarniciones y banquetas en Ferrería en calle principal Metepec","Ferrería de Apulco",2367751.56,"1","723"
"511","Metepec","13035","Metepec","Vialidades Urbanas","2024","Construcción con pavimento hidráulico en calle Zapata en la localidad de Estación de Apulco en el municipio de Metepec","Estación de Apulco",1198881.74,"0.998","NA"
"508","Metepec","13035","Metepec","Infraestructura Hídrica","2024","Construcción del sistema de alcantarillado sanitario en la localidad de Acocul Cebolletas municipio de Metepec","Acocul Cebolletas",2278839.8,"0.69599999999999995","407"
"509","Metepec","13035","Metepec","Vialidades Urbanas","2023","Rehabilitación de guarniciones y banquetas en Estación de Apulco tramo: acceso Estación de Apulco - CBTA 126 municipio de Metepec","Estación de Apulco",6287131.84,"1","1476"
"510","Metepec","13035","Metepec","Espacios Públicos","2024","Proyecto de Restauración de la Estación de Ferrocarril ""Apulco""","Estación de Apulco",1361326.39,"0.41","0"
"515","Metepec","13035","Metepec","Vialidades Urbanas","2023","Construcción de pavimentación de concreto hidráulico en camino Palo Gordo primera etapa en el Municipio de Metepec","Palo Gordo (Ejido Nopalillo)",2906253.37,"1","1041"
"512","Metepec","13035","Metepec","Vialidades Urbanas","2024","Construcción de pavimento hidráulico en calle Prolongación Hidalgo en la localidad de Estación de Apulco en el municipio de Metepec","Estación de Apulco",3115252.45,"0.89","NA"
"514","Metepec","13035","Metepec","Infraestructura Carretera","2022","Pavimentación hidráulica del camino de acceso principal a la localidad de Nopalillo municipio de Metepec","Metepec",2910384.22,"1","2248"
"522","Metztitlan","13037","Metztitlán","Infraestructura Carretera","2022","Pavimentación de carretera estatal tramo: Amajatlán municipio de Metztitlán","San Pedro Amajatlán (Amajatlán)",992001.19,"1","359"
"519","Metztitlan","13037","Metztitlán","Vialidades Urbanas","2023","Construcción de banquetas y guarniciones en camino Acalome- Pilas y Granadas en el municipio de Metztitlan.","Pilas y Granadas",856256.8,"1","103"
"520","Metztitlan","13037","Metztitlán","Infraestructura Carretera","2023","Pavimentación hidráulica C.R. San Cristóbal - Hualula municipio de Metztitlán.","San Cristobal",36972413.79,"1","76189"
"521","Metztitlan","13037","Metztitlán","Infraestructura Carretera","2024","Pavimentación hidráulica C.R. San Cristobal - Hualula (Segunda etapa) municipio de Metztitlán.","San Cristóbal",17190279.32,"0.27","971"
"516","Metztitlan","13037","Metztitlán","Infraestructura Carretera","2024","Construcción de pavimentación hidráulica en camino Coalquisque - Chimalacatla en el municipio de Metztitlán.","Coalquizque",7154568.05,"0.41","194"
"523","Metztitlan","13037","Metztitlán","Infraestructura Carretera","2024","Rehabilitación de Puente Vado ""Tres Cruces"" sobre Río Venados (Río Grande) en el municipio de Metztitlán.","Tres Cruces",3958643.05,"0.01","245"
"517","Metztitlan","13037","Metztitlán","Vialidades Urbanas","2022","Construcción de pavimentación de Av. Metztitlán Col. Centro municipio de Metztitlán","Metztitlán",1485020.99,"1","3274"
"525","Metztitlan","13037","Metztitlán","Infraestructura Carretera","2022","Construcción de pavimento de concreto hidráulico de la carretera Metztitlán - Zoquizoquipan municipio de Metztitlán","Zoquizoquipan",34923840.58,"1","3678"
"526","Metztitlan","13037","Metztitlán","Infraestructura Carretera","2024","Terminación de la construcción de pavimento de concreto hidráulico de la carretera Metztitlán - Zoquizoquipan","Zoquizoquipan",43373329.46,"0.30890000000000001","404"
"518","Metztitlan","13037","Metztitlán","Infraestructura Carretera","2025","Construcción de pavimentación hidráulica en Santa Monica - El Tablón primera etapa en el municipio de Metztitlán","Metztitlán",23433467.95,"0","NA"
"524","Metztitlan","13037","Metztitlán","Vialidades Urbanas","2023","Construcción de Pavimentación Hidráulica en Calle Temazola en el municipio de Metztitlán.","Varias",2985794.92,"1","NA"
"527","Metztitlan,Zacualtipan De Angeles","NA","NA","Vivienda Asequible","2022","Construcción de 31 cuartos dormitorio en los municipios de Metztitlán y Zacualtipán de Ángeles","Barr.tlaxomotlBarrio CoatlánBarrio El TepeyacCacalaCiudad 13 de SeptiembreColonia 11 de Abril (El Depósito Viejo)Colonia la CampesinaColonia la JoyaColonia la MesaColonia la Otra BandaColonia Santa CeciliaColonia ZamoraSan Marcos",3440922.44,"1","NA"
"533","Mineral De La Reforma","13051","Mineral de la Reforma","Vialidades Urbanas","2023","Pavimentación de concreto hidráulico en la calle Venustiano Carranza colonia El Saucillo municipio de Mineral de la Reforma Hidalgo","El Saucillo",1741036.3,"1","NA"
"534","Mineral De La Reforma","13051","Mineral de la Reforma","Infraestructura Hídrica","2023","Construcción de red de drenaje sanitario en Calle Francisco Villa Col. El Venado en el municipio de Mineral de la Reforma.","El Venado",690260.12,"1","1920"
